freq,siec,indic_nrgm,unit,geo\TIME_PERIOD	2013 	2014 	2015 	2016 	2017 	2018 	2019 	2020 	2021 	2022 	2023 	2024 
A,E7000,LCMPY_EG,PC,XK	98.790 	98.680 	97.430 	95.980 	96.620 	94.290 	93.600 	95.000 	95.000 	95.000 	95.000 	: 
A,E7000,LCMPY_IECAP,PC,BA	42.330 	42.680 	41.940 	38.640 	38.350 	37.680 	37.300 	37.110 	37.530 	37.150 	36.254 	: 
A,E7000,LCMPY_IECAP,PC,BE	52.680 	46.730 	45.520 	40.930 	41.260 	42.092 	39.550 	38.360 	37.605 	38.530 	35.230 	: 
A,E7000,LCMPY_IECAP,PC,BG	23.410 	23.820 	24.860 	25.260 	24.990 	23.930 	24.150 	24.690 	24.210 	20.630 	18.870 	: 
A,E7000,LCMPY_IECAP,PC,CY	89.060 	88.260 	87.500 	87.300 	86.270 	86.100 	85.590 	83.240 	80.910 	78.500 	76.230 	: 
A,E7000,LCMPY_IECAP,PC,CZ	61.800 	61.900 	61.900 	61.700 	60.282 	60.686 	60.549 	54.340 	53.310 	51.990 	53.600 	: 
A,E7000,LCMPY_IECAP,PC,DE	29.000 	29.000 	27.000 	27.000 	25.800 	25.100 	22.400 	22.000 	21.000 	18.600 	18.800 	: 
A,E7000,LCMPY_IECAP,PC,DK	46.000 	38.200 	37.220 	36.600 	36.210 	32.708 	32.396 	31.870 	29.906 	27.559 	27.153 	: 
A,E7000,LCMPY_IECAP,PC,EE	77.000 	75.830 	71.690 	70.000 	72.000 	74.000 	76.360 	54.000 	67.000 	67.000 	60.730 	: 
A,E7000,LCMPY_IECAP,PC,EL	60.490 	60.250 	60.250 	60.250 	55.180 	51.100 	51.260 	50.020 	42.830 	39.020 	36.190 	: 
A,E7000,LCMPY_IECAP,PC,ES	23.500 	23.420 	24.650 	22.500 	22.260 	23.530 	22.790 	17.920 	17.470 	15.660 	15.950 	: 
A,E7000,LCMPY_IECAP,PC,FI	21.100 	17.420 	17.010 	17.520 	16.760 	16.830 	15.770 	15.970 	15.530 	13.450 	14.320 	: 
A,E7000,LCMPY_IECAP,PC,FR	76.700 	76.500 	74.900 	71.600 	70.600 	67.200 	65.590 	63.870 	62.560 	59.920 	58.220 	: 
A,E7000,LCMPY_IECAP,PC,GE	: 	: 	34.700 	33.100 	31.600 	31.400 	31.300 	29.000 	28.600 	28.400 	28.200 	: 
A,E7000,LCMPY_IECAP,PC,HR	88.000 	85.650 	84.940 	82.980 	82.310 	82.180 	80.010 	79.090 	74.510 	62.380 	66.250 	: 
A,E7000,LCMPY_IECAP,PC,HU	26.670 	28.050 	29.800 	27.660 	23.660 	42.425 	39.914 	39.816 	47.100 	46.600 	44.930 	: 
A,E7000,LCMPY_IECAP,PC,IE	47.000 	48.000 	45.000 	40.000 	53.000 	53.000 	44.000 	35.000 	44.000 	42.000 	31.000 	: 
A,E7000,LCMPY_IECAP,PC,IT	31.000 	31.000 	28.000 	26.000 	24.000 	24.000 	23.000 	23.000 	22.000 	22.000 	21.000 	: 
A,E7000,LCMPY_IECAP,PC,LT	50.590 	46.740 	35.880 	28.790 	31.720 	31.500 	31.260 	30.200 	28.470 	28.320 	25.700 	: 
A,E7000,LCMPY_IECAP,PC,LU	52.730 	51.720 	51.650 	21.330 	20.730 	20.780 	18.100 	17.150 	14.870 	16.050 	20.180 	: 
A,E7000,LCMPY_IECAP,PC,LV	90.300 	86.760 	86.500 	85.880 	85.470 	86.250 	86.350 	86.630 	86.750 	84.700 	79.840 	: 
A,E7000,LCMPY_IECAP,PC,MD	63.200 	63.200 	63.200 	63.200 	63.200 	63.200 	63.200 	75.640 	70.000 	85.000 	81.100 	: 
A,E7000,LCMPY_IECAP,PC,ME	99.140 	99.140 	98.120 	97.440 	89.860 	89.450 	85.290 	83.710 	83.490 	83.000 	82.210 	: 
A,E7000,LCMPY_IECAP,PC,MK	90.000 	80.600 	79.100 	78.940 	78.400 	71.190 	70.820 	70.300 	69.830 	69.361 	58.076 	51.857 
A,E7000,LCMPY_IECAP,PC,MT	100.000 	100.000 	100.000 	100.000 	37.410 	37.410 	37.410 	37.410 	37.410 	40.560 	37.580 	: 
A,E7000,LCMPY_IECAP,PC,PL	11.760 	11.680 	11.410 	11.250 	10.730 	10.660 	11.820 	10.270 	9.550 	8.710 	6.610 	: 
A,E7000,LCMPY_IECAP,PC,PT	43.800 	44.500 	45.800 	47.600 	48.100 	47.500 	46.830 	46.390 	33.930 	32.950 	31.850 	: 
A,E7000,LCMPY_IECAP,PC,RO	30.060 	28.560 	31.040 	30.360 	30.210 	30.130 	31.800 	33.680 	35.350 	36.120 	36.670 	: 
A,E7000,LCMPY_IECAP,PC,RS	41.900 	41.500 	98.660 	98.350 	98.330 	95.310 	93.560 	95.160 	90.900 	90.810 	88.530 	: 
A,E7000,LCMPY_IECAP,PC,SE	22.990 	22.510 	22.020 	21.740 	22.170 	21.420 	20.820 	20.660 	20.370 	19.320 	18.400 	: 
A,E7000,LCMPY_IECAP,PC,SI	57.500 	53.240 	55.400 	56.400 	56.290 	53.740 	53.040 	52.940 	55.890 	55.960 	54.273 	: 
A,E7000,LCMPY_IECAP,PC,SK	58.090 	67.170 	56.310 	51.650 	49.870 	54.070 	52.830 	53.360 	57.110 	56.630 	56.500 	: 
A,E7000,LCMPY_IECAP,PC,XK	96.380 	96.210 	95.840 	92.910 	92.530 	89.230 	86.600 	86.500 	86.500 	86.500 	86.500 	: 
A,E7000,PCMPY_NEG5,NR,AT	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,BA	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,PCMPY_NEG5,NR,BE	2.000 	2.000 	3.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,BG	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,CY	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,PCMPY_NEG5,NR,CZ	1.000 	1.000 	1.000 	1.000 	1.000 	2.000 	2.000 	2.000 	2.000 	3.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,DE	4.000 	4.000 	4.000 	4.000 	5.000 	5.000 	5.000 	5.000 	4.000 	3.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,DK	2.000 	3.000 	3.000 	2.000 	1.000 	1.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,EE	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	3.000 	3.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,EL	3.000 	3.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,PCMPY_NEG5,NR,ES	5.000 	4.000 	4.000 	4.000 	4.000 	4.000 	5.000 	4.000 	4.000 	4.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,FI	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	3.000 	3.000 	: 
A,E7000,PCMPY_NEG5,NR,FR	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,GE	: 	: 	4.000 	4.000 	4.000 	4.000 	4.000 	5.000 	5.000 	6.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,HR	2.000 	2.000 	2.000 	2.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,PCMPY_NEG5,NR,HU	2.000 	2.000 	2.000 	3.000 	4.000 	3.000 	3.000 	3.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,IE	6.000 	6.000 	5.000 	5.000 	4.000 	5.000 	5.000 	5.000 	4.000 	4.000 	5.000 	: 
A,E7000,PCMPY_NEG5,NR,IT	4.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,PCMPY_NEG5,NR,LT	6.000 	6.000 	6.000 	5.000 	4.000 	4.000 	4.000 	3.000 	4.000 	4.000 	3.000 	: 
A,E7000,PCMPY_NEG5,NR,LU	3.000 	2.000 	4.000 	4.000 	4.000 	5.000 	5.000 	5.000 	4.000 	4.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,LV	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,MD	4.000 	4.000 	4.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,ME	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	2.000 	2.000 	2.000 	2.000 	1.000 	: 
A,E7000,PCMPY_NEG5,NR,MK	2.000 	1.000 	1.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	3.000 	2.000 
A,E7000,PCMPY_NEG5,NR,MT	1.000 	1.000 	1.000 	1.000 	3.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,NL	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	5.000 	4.000 	4.000 	4.000 	3.000 	: 
A,E7000,PCMPY_NEG5,NR,NO	3.000 	3.000 	5.000 	4.000 	2.000 	3.000 	2.000 	3.000 	4.000 	2.000 	3.000 	: 
A,E7000,PCMPY_NEG5,NR,PL	4.000 	4.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,PT	4.000 	4.000 	4.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	6.000 	5.000 	: 
A,E7000,PCMPY_NEG5,NR,RO	5.000 	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,E7000,PCMPY_NEG5,NR,RS	4.000 	4.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,PCMPY_NEG5,NR,SE	4.000 	5.000 	6.000 	5.000 	5.000 	5.000 	5.000 	6.000 	5.000 	6.000 	5.000 	: 
A,E7000,PCMPY_NEG5,NR,SI	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,SK	1.000 	1.000 	2.000 	2.000 	2.000 	2.000 	3.000 	3.000 	3.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,TR	2.000 	2.000 	2.000 	2.000 	3.000 	2.000 	2.000 	3.000 	2.000 	2.000 	2.000 	: 
A,E7000,PCMPY_NEG5,NR,XK	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,RCMPY_NEG95,NR,AT	169.000 	201.000 	192.000 	226.000 	228.000 	226.000 	307.000 	455.000 	541.000 	658.000 	1188.000 	: 
A,E7000,RCMPY_NEG95,NR,BA	2.000 	2.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	: 
A,E7000,RCMPY_NEG95,NR,BE	70.000 	100.000 	350.000 	320.000 	310.000 	329.000 	355.000 	329.000 	362.000 	390.000 	419.000 	: 
A,E7000,RCMPY_NEG95,NR,BG	83.000 	55.000 	75.000 	79.000 	113.000 	133.000 	134.000 	98.000 	94.000 	111.000 	231.000 	: 
A,E7000,RCMPY_NEG95,NR,CY	2.000 	2.000 	3.000 	3.000 	3.000 	3.000 	3.000 	6.000 	17.000 	34.000 	46.000 	: 
A,E7000,RCMPY_NEG95,NR,CZ	21.000 	45.000 	47.000 	48.000 	47.000 	45.000 	43.000 	42.000 	37.000 	35.000 	36.000 	: 
A,E7000,RCMPY_NEG95,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,E7000,RCMPY_NEG95,NR,DK	1450.000 	1550.000 	1300.000 	1350.000 	1300.000 	1300.000 	1300.000 	1800.000 	1030.000 	1150.000 	900.000 	: 
A,E7000,RCMPY_NEG95,NR,EE	8.000 	10.000 	11.000 	11.000 	9.000 	9.000 	12.000 	13.000 	12.000 	15.000 	15.000 	: 
A,E7000,RCMPY_NEG95,NR,EL	3.000 	3.000 	2.000 	5.000 	3.000 	4.000 	4.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,RCMPY_NEG95,NR,ES	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	72.000 	57.000 	57.000 	: 
A,E7000,RCMPY_NEG95,NR,FI	32.000 	35.000 	38.000 	37.000 	42.000 	44.000 	43.000 	35.000 	49.000 	52.000 	51.000 	: 
A,E7000,RCMPY_NEG95,NR,FR	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	5.000 	: 
A,E7000,RCMPY_NEG95,NR,GE	: 	: 	71.000 	77.000 	82.000 	91.000 	100.000 	104.000 	108.000 	115.000 	122.000 	: 
A,E7000,RCMPY_NEG95,NR,HR	2.000 	3.000 	6.000 	7.000 	12.000 	16.000 	24.000 	27.000 	31.000 	35.000 	29.000 	: 
A,E7000,RCMPY_NEG95,NR,HU	45.000 	39.000 	39.000 	26.000 	30.000 	39.000 	71.000 	115.000 	434.000 	665.000 	872.000 	: 
A,E7000,RCMPY_NEG95,NR,IE	7.000 	8.000 	9.000 	9.000 	9.000 	7.000 	9.000 	18.000 	21.000 	21.000 	25.000 	: 
A,E7000,RCMPY_NEG95,NR,IT	493.000 	652.000 	654.000 	715.000 	688.000 	813.000 	848.000 	911.000 	860.000 	752.000 	922.000 	: 
A,E7000,RCMPY_NEG95,NR,LT	20.000 	20.000 	23.000 	27.000 	25.000 	25.000 	26.000 	27.000 	29.000 	35.000 	35.000 	: 
A,E7000,RCMPY_NEG95,NR,LU	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	10.000 	: 
A,E7000,RCMPY_NEG95,NR,LV	43.000 	76.000 	80.000 	84.000 	96.000 	72.000 	67.000 	71.000 	62.000 	45.000 	32.000 	: 
A,E7000,RCMPY_NEG95,NR,MD	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	9.000 	14.000 	10.000 	12.000 	: 
A,E7000,RCMPY_NEG95,NR,ME	1.000 	1.000 	1.000 	1.000 	1.000 	2.000 	2.000 	3.000 	3.000 	4.000 	4.000 	: 
A,E7000,RCMPY_NEG95,NR,MK	2.000 	3.000 	3.000 	4.000 	3.000 	3.000 	3.000 	4.000 	4.000 	3.000 	3.000 	2.000 
A,E7000,RCMPY_NEG95,NR,MT	1.000 	1.000 	1.000 	1.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,E7000,RCMPY_NEG95,NR,NL	700.000 	350.000 	650.000 	300.000 	350.000 	350.000 	350.000 	400.000 	450.000 	424.000 	504.000 	: 
A,E7000,RCMPY_NEG95,NR,NO	169.000 	183.000 	182.000 	194.000 	196.000 	189.000 	209.000 	219.000 	89.000 	110.000 	106.000 	: 
A,E7000,RCMPY_NEG95,NR,PL	103.000 	128.000 	162.000 	197.000 	211.000 	202.000 	241.000 	326.000 	409.000 	702.000 	3350.000 	: 
A,E7000,RCMPY_NEG95,NR,PT	65.000 	66.000 	69.000 	54.000 	48.000 	62.000 	80.000 	83.000 	95.000 	82.000 	101.000 	: 
A,E7000,RCMPY_NEG95,NR,RO	15.000 	27.000 	29.000 	29.000 	32.000 	27.000 	29.000 	30.000 	28.000 	26.000 	34.000 	: 
A,E7000,RCMPY_NEG95,NR,RS	4.000 	4.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,E7000,RCMPY_NEG95,NR,SE	78.000 	84.000 	100.000 	96.000 	100.000 	93.000 	113.000 	132.000 	132.000 	142.000 	160.000 	: 
A,E7000,RCMPY_NEG95,NR,SI	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	4.000 	4.000 	3.000 	3.000 	4.000 	: 
A,E7000,RCMPY_NEG95,NR,SK	10.000 	17.000 	21.000 	22.000 	22.000 	23.000 	24.000 	25.000 	23.000 	20.000 	16.000 	: 
A,E7000,RCMPY_NEG95,NR,TR	87.000 	150.000 	209.000 	225.000 	246.000 	277.000 	318.000 	319.000 	366.000 	403.000 	367.000 	: 
A,E7000,RCMPY_NEG95,NR,XK	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,G3000,CMPY_LNG,PC,BA	100.000 	88.750 	84.840 	75.020 	74.030 	72.680 	79.520 	84.080 	41.370 	79.600 	79.300 	: 
A,G3000,CMPY_LNG,PC,BE	32.700 	33.400 	32.600 	30.300 	26.200 	31.800 	31.400 	35.300 	39.600 	41.200 	41.700 	: 
A,G3000,CMPY_LNG,PC,BG	81.350 	84.130 	86.710 	97.070 	97.610 	98.950 	91.050 	73.600 	80.490 	65.960 	59.200 	: 
A,G3000,CMPY_LNG,PC,CZ	69.000 	48.400 	51.040 	22.750 	33.461 	46.460 	31.840 	26.406 	25.676 	29.990 	22.590 	: 
A,G3000,CMPY_LNG,PC,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,G3000,CMPY_LNG,PC,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,G3000,CMPY_LNG,PC,EE	84.000 	100.000 	100.000 	100.000 	73.580 	76.150 	61.010 	56.850 	55.600 	47.000 	86.773 	: 
A,G3000,CMPY_LNG,PC,EL	98.780 	94.950 	92.480 	95.000 	75.870 	71.470 	40.630 	35.850 	38.280 	30.470 	34.480 	: 
A,G3000,CMPY_LNG,PC,ES	49.050 	45.100 	45.440 	42.750 	38.680 	43.470 	33.790 	24.940 	33.760 	31.700 	27.656 	25.099 
A,G3000,CMPY_LNG,PC,FI	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	59.380 	62.610 	53.830 	47.710 	: 
A,G3000,CMPY_LNG,PC,FR	60.800 	51.300 	53.700 	59.600 	58.900 	54.800 	46.700 	55.700 	57.600 	46.100 	42.700 	: 
A,G3000,CMPY_LNG,PC,GE	: 	: 	47.000 	50.500 	59.000 	61.300 	60.500 	56.000 	55.030 	53.920 	64.590 	: 
A,G3000,CMPY_LNG,PC,HR	62.060 	64.100 	61.200 	56.890 	47.970 	45.790 	44.520 	51.320 	28.430 	33.860 	27.120 	: 
A,G3000,CMPY_LNG,PC,HU	50.450 	52.080 	39.870 	53.570 	39.953 	34.393 	43.703 	41.622 	38.413 	38.031 	47.188 	: 
A,G3000,CMPY_LNG,PC,IE	41.010 	43.670 	44.890 	41.590 	35.990 	23.380 	29.840 	26.830 	21.790 	22.000 	21.689 	: 
A,G3000,CMPY_LNG,PC,IT	53.400 	57.600 	54.000 	53.320 	53.000 	54.040 	47.570 	47.600 	48.400 	41.900 	32.300 	: 
A,G3000,CMPY_LNG,PC,LT	40.100 	46.900 	42.000 	52.600 	54.500 	61.000 	58.900 	57.140 	62.000 	32.200 	23.400 	: 
A,G3000,CMPY_LNG,PC,LU	94.940 	93.770 	67.640 	73.320 	78.730 	78.410 	78.600 	79.360 	80.320 	79.580 	79.520 	: 
A,G3000,CMPY_LNG,PC,LV	100.000 	100.000 	100.000 	100.000 	54.180 	45.480 	57.150 	52.880 	45.570 	36.820 	55.000 	: 
A,G3000,CMPY_LNG,PC,MD	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	89.990 	94.100 	: 
A,G3000,CMPY_LNG,PC,MK	70.200 	62.500 	66.400 	57.460 	63.580 	39.330 	77.450 	74.950 	81.520 	69.528 	75.287 	72.111 
A,G3000,CMPY_LNG,PC,MT	: 	: 	: 	: 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,G3000,CMPY_LNG,PC,PL	92.090 	88.040 	82.480 	83.050 	89.730 	88.780 	88.080 	87.620 	88.330 	92.230 	89.930 	: 
A,G3000,CMPY_LNG,PC,PT	87.100 	79.730 	72.110 	67.730 	66.000 	68.761 	59.540 	59.890 	51.442 	48.573 	43.886 	: 
A,G3000,CMPY_LNG,PC,RO	42.940 	47.080 	47.220 	45.660 	43.640 	43.030 	41.415 	39.770 	38.990 	41.710 	43.198 	: 
A,G3000,CMPY_LNG,PC,RS	47.000 	64.000 	76.000 	74.000 	78.000 	79.000 	84.000 	79.000 	79.000 	88.000 	92.600 	: 
A,G3000,CMPY_LNG,PC,SE	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	100.000 	: 
A,G3000,CMPY_LNG,PC,SI	81.500 	73.890 	77.120 	72.270 	67.140 	72.580 	73.830 	76.660 	76.540 	78.410 	80.430 	: 
A,G3000,CMPY_LNG,PC,SK	67.530 	69.510 	65.320 	68.920 	76.150 	73.360 	59.310 	78.460 	80.530 	91.560 	93.570 	: 
A,G3000,CMPY_NG,NR,AT	6.000 	46.000 	46.000 	41.000 	48.000 	55.000 	55.000 	56.000 	60.000 	73.000 	75.000 	: 
A,G3000,CMPY_NG,NR,BA	1.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	3.000 	3.000 	: 
A,G3000,CMPY_NG,NR,BE	19.000 	22.000 	23.000 	24.000 	23.000 	21.000 	21.000 	18.000 	16.000 	15.000 	15.000 	: 
A,G3000,CMPY_NG,NR,BG	6.000 	6.000 	5.000 	4.000 	4.000 	4.000 	9.000 	19.000 	15.000 	21.000 	16.000 	: 
A,G3000,CMPY_NG,NR,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,G3000,CMPY_NG,NR,CZ	26.000 	27.000 	36.000 	36.000 	24.000 	20.000 	26.000 	24.000 	26.000 	49.000 	44.000 	: 
A,G3000,CMPY_NG,NR,DE	30.000 	24.000 	23.000 	26.000 	26.000 	25.000 	25.000 	23.000 	22.000 	26.000 	26.000 	: 
A,G3000,CMPY_NG,NR,DK	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
A,G3000,CMPY_NG,NR,EE	2.000 	1.000 	1.000 	1.000 	4.000 	4.000 	6.000 	6.000 	6.000 	8.000 	11.000 	: 
A,G3000,CMPY_NG,NR,EL	2.000 	2.000 	2.000 	3.000 	6.000 	6.000 	9.000 	7.000 	11.000 	14.000 	13.000 	: 
A,G3000,CMPY_NG,NR,ES	25.000 	32.000 	32.000 	29.000 	32.000 	31.000 	33.000 	35.000 	39.000 	46.000 	40.000 	43.000 
A,G3000,CMPY_NG,NR,FI	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	21.000 	18.000 	13.000 	24.000 	: 
A,G3000,CMPY_NG,NR,FR	29.000 	29.000 	29.000 	29.000 	29.000 	36.000 	40.000 	35.000 	42.000 	46.000 	51.000 	: 
A,G3000,CMPY_NG,NR,GE	: 	: 	6.000 	9.000 	5.000 	6.000 	5.000 	5.000 	4.000 	3.000 	4.000 	: 
A,G3000,CMPY_NG,NR,HR	5.000 	6.000 	4.000 	7.000 	9.000 	7.000 	8.000 	7.000 	8.000 	8.000 	8.000 	: 
A,G3000,CMPY_NG,NR,HU	23.000 	29.000 	40.000 	34.000 	44.000 	48.000 	52.000 	42.000 	52.000 	51.000 	55.000 	: 
A,G3000,CMPY_NG,NR,IE	14.000 	12.000 	13.000 	10.000 	11.000 	10.000 	9.000 	12.000 	13.000 	16.000 	17.000 	: 
A,G3000,CMPY_NG,NR,IT	77.000 	78.000 	82.000 	73.000 	70.000 	64.000 	74.000 	64.000 	65.000 	65.000 	65.000 	: 
A,G3000,CMPY_NG,NR,LT	5.000 	6.000 	6.000 	8.000 	5.000 	6.000 	7.000 	10.000 	12.000 	26.000 	23.000 	: 
A,G3000,CMPY_NG,NR,LU	3.000 	4.000 	4.000 	6.000 	5.000 	5.000 	5.000 	4.000 	3.000 	3.000 	3.000 	: 
A,G3000,CMPY_NG,NR,LV	1.000 	1.000 	1.000 	1.000 	6.000 	12.000 	16.000 	17.000 	16.000 	13.000 	16.000 	: 
A,G3000,CMPY_NG,NR,MD	1.000 	1.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	7.000 	: 
A,G3000,CMPY_NG,NR,ME	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,G3000,CMPY_NG,NR,MK	4.000 	4.000 	4.000 	4.000 	4.000 	4.000 	2.000 	2.000 	2.000 	2.000 	4.000 	6.000 
A,G3000,CMPY_NG,NR,MT	: 	: 	: 	: 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,G3000,CMPY_NG,NR,PL	30.000 	47.000 	58.000 	66.000 	50.000 	36.000 	35.000 	34.000 	39.000 	40.000 	41.000 	: 
A,G3000,CMPY_NG,NR,PT	7.000 	8.000 	8.000 	7.000 	9.000 	9.000 	11.000 	10.000 	12.000 	16.000 	14.000 	: 
A,G3000,CMPY_NG,NR,RO	19.000 	20.000 	15.000 	16.000 	18.000 	23.000 	26.000 	25.000 	33.000 	32.000 	34.000 	: 
A,G3000,CMPY_NG,NR,RS	3.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	: 
A,G3000,CMPY_NG,NR,SE	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	1.000 	: 
A,G3000,CMPY_NG,NR,SI	7.000 	8.000 	8.000 	8.000 	9.000 	5.000 	4.000 	4.000 	4.000 	4.000 	4.000 	: 
A,G3000,CMPY_NG,NR,SK	8.000 	10.000 	11.000 	8.000 	11.000 	10.000 	10.000 	8.000 	9.000 	6.000 	6.000 	: 
A,G3000,CMPY_NG,NR,TR	17.000 	18.000 	18.000 	18.000 	19.000 	19.000 	15.000 	18.000 	18.000 	14.000 	14.000 	: 
A,G3000,CMPY_NG,NR,XK	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 
A,G3000,CMPY_NG5,NR,AT	3.000 	3.000 	3.000 	3.000 	4.000 	3.000 	3.000 	3.000 	3.000 	3.000 	3.000 	: 
A,G3000,CMPY_NG5,NR,BA	1.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	2.000 	3.000 	2.000 	2.000 	: 
A,G3000,CMPY_NG5,NR,BE	4.000 	5.000 	6.000 	5.000 	4.000 	4.000 	5.000 	5.000 	6.000 	5.000 	4.000 	: 
A,G3000,CMPY_NG5,NR,BG	3.000 	2.000 	2.000 	1.000 	1.000 	1.000 	1.000 	3.000 	3.000 	4.000 	4.000 	: 
A,G3000,CMPY_NG5,NR,CY	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 
A,G3000,CMPY_NG5,NR,CZ	2.000 	3.000 	3.000 	7.000 	4.000 	3.000 	5.000 	6.000 	5.000 	5.000 	5.000 	: 
A,G3000,CMPY_NG5,NR,DE	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0.000 	: 
